,X,Y,MEASUREMEN,TARGET DEP,SCORE,COS
8929,6.0539300406143,46.1812074548623,Gravimetry,3000,5,27
8930,6.05517914852547,46.1830221834755,Seismic 2D,1000,15,-2
8931,6.05520201586695,46.1821227644886,Gravimetry,3000,5,36
8932,6.05522488245772,46.1812233455421,Gravimetry,3000,5,17
8933,6.0564511871617,46.1839374791084,Gravimetry,3000,5,29
8934,6.05647403387511,46.1830380598215,Seismic 2D,1000,15,45
8935,6.05649687983847,46.1821386405747,Seismic 2D,1000,15,33
8936,6.05651972505181,46.1812392213685,Seismic 2D,1000,15,41
8937,6.05524774829782,46.1803239266363,Gravimetry,3000,5,10
8938,6.05654256951519,46.1803398022029,Seismic 2D,1000,15,45
8939,6.05665678058402,46.175842706993,Gravimetry,3000,5,32
8940,6.05547636542134,46.1713297398642,Gravimetry,3000,5,-4
8941,6.05549922300688,46.1704303214204,Gravimetry,3000,5,23
8942,6.05677097291002,46.1713456128332,Gravimetry,3000,5,-8
8943,6.05679380912654,46.1704461941297,Gravimetry,3000,5,-4
8944,6.05806558114819,46.1713614709515,Seismic 2D,1000,15,46
8945,6.05808839599566,46.1704620519885,Gravimetry,3000,5,38
8946,6.05936019013517,46.1713773142189,Seismic 2D,1000,15,-4
8947,6.05938298361354,46.1704778949967,Gravimetry,3000,5,-10
8948,6.06065479987024,46.1713931426354,Gravimetry,3000,5,9
8949,6.06067757197947,46.1704937231543,Gravimetry,3000,5,33
8950,6.05811121009437,46.1695626330689,Gravimetry,3000,5,23
8951,6.05940577634384,46.1695784758179,Seismic 2D,1000,15,18
8952,6.06070034334133,46.1695943037165,Gravimetry,3000,5,-13
8953,6.06072311395588,46.1686948843223,Seismic 2D,1000,15,50
8954,6.06074588382316,46.167795464972,Seismic 2D,1000,15,5
8955,6.06076865294321,46.1668960456656,Seismic 2D,1000,15,-3
8956,6.06347128172702,46.1624305569109,Gravimetry,3000,5,23
8957,6.06998851019945,46.1607104731944,Gravimetry,3000,5,28
8958,6.07001112381681,46.1598110524428,Gravimetry,3000,5,-13
8959,6.07003373669223,46.1589116317374,Seismic 2D,1000,15,2
8960,6.06876205434163,46.1579964904764,Gravimetry,3000,5,42
8961,6.07005634882574,46.1580122110782,Gravimetry,3000,1,24
8962,6.07135064405171,46.1580279168327,Gravimetry,3000,1,-7
8963,6.07264494001885,46.1580436077399,Seismic 2D,1000,15,47
8964,6.07393923672645,46.1580592837996,Gravimetry,3000,5,-12
8965,6.20325837770692,46.2216279626109,Gravimetry,3000,1,12
8966,6.20327881380103,46.2207285138303,Gravimetry,3000,1,3
8967,6.20329924922349,46.219829065082,Gravimetry,3000,1,-13
8968,6.20331968397435,46.2189296163662,Gravimetry,3000,1,-7
8969,6.20455422201406,46.221642140159,Gravimetry,3000,1,38
8970,6.20457463669662,46.2207426911462,Gravimetry,3000,1,24
8971,6.20459505070824,46.2198432421657,Seismic 2D,3000,20,16
8972,6.20461546404896,46.2189437932177,Seismic 2D,3000,20,50
8973,6.20585006699217,46.2216563028414,Seismic 2D,3000,20,43
8974,6.20587046026315,46.2207568535966,Gravimetry,3000,1,2
8975,6.20589085286389,46.2198574043841,Seismic 2D,3000,20,37
8976,6.20591124479443,46.2189579552042,Seismic 2D,3000,20,41
8977,6.20714591264056,46.221670450658,Gravimetry,3000,1,20
8978,6.20716628449991,46.2207710011815,Gravimetry,3000,1,13
8979,6.20718665568973,46.2198715517373,Gravimetry,3000,1,0
8980,6.20720702621006,46.2189721023256,Gravimetry,3000,1,-1
8981,6.20844175895851,46.2216845836088,Gravimetry,3000,1,30
8982,6.20846210940621,46.2207851339008,Gravimetry,3000,1,-1
8983,6.20848245918507,46.2198856842252,Gravimetry,3000,1,-18
8984,6.20850280829515,46.2189862345821,Gravimetry,3000,1,-5
8985,6.20973760594533,46.2216987016939,Gravimetry,3000,1,9
8986,6.20975793498133,46.2207992517546,Gravimetry,3000,1,38
8987,6.2097782633492,46.2198998018477,Gravimetry,3000,1,19
8988,6.20979859104899,46.2190003519734,Seismic 2D,3000,20,20
8989,6.20593163605482,46.218058506057,Gravimetry,3000,1,7
8990,6.20595202664509,46.2171590569429,Seismic 2D,3000,20,26
8991,6.20722739606094,46.2180726529468,Seismic 2D,3000,20,27
8992,6.20724776524239,46.2171732036009,Seismic 2D,3000,20,11
8993,6.20852315673647,46.2180867849718,Seismic 2D,3000,20,22
8994,6.20854350450908,46.2171873353944,Gravimetry,3000,1,8
8995,6.20981891808072,46.2181009021319,Gravimetry,3000,1,-16
8996,6.21107406818142,46.219913904605,Seismic 2D,3000,20,47
8997,6.21109437447087,46.2190144544997,Seismic 2D,3000,20,54
8998,6.21111468009298,46.2181150044272,Gravimetry,3000,1,-12
8999,6.21236987368101,46.2199279924969,Seismic 2D,3000,20,56
9000,6.21239015856011,46.2190285421609,Seismic 2D,3000,20,57
9001,6.21241044277255,46.2181290918577,Seismic 2D,3000,20,27
9002,6.2136656798473,46.2199420655235,Seismic 2D,3000,20,23
9003,6.21368594331598,46.2190426149569,Seismic 2D,3000,20,28
9004,6.21370620611873,46.2181431644233,Gravimetry,3000,1,36
9005,6.21502221085861,46.2172577713931,Gravimetry,3000,1,1
9006,6.21504245092126,46.2163583206955,Gravimetry,3000,1,-11
9007,6.21506269031878,46.2154588700313,Gravimetry,3000,1,18
9008,6.21508292905121,46.2145594194009,Gravimetry,3000,1,6
9009,6.21631795412681,46.2172718139989,Gravimetry,3000,1,-17
9010,6.21633817278109,46.2163723630713,Gravimetry,3000,1,2
9011,6.21635839077094,46.2154729121772,Gravimetry,3000,1,-4
9012,6.2163786080964,46.2145734613168,Gravimetry,3000,1,33
9013,6.21510316711859,46.2136599688043,Seismic 2D,3000,20,3
9014,6.21512340452096,46.212760518242,Seismic 2D,3000,20,29
9015,6.21639882475752,46.2136740104903,Gravimetry,3000,1,30
9016,6.21641904075433,46.212774559698,Gravimetry,3000,1,40
9017,6.21255241359684,46.2118329406724,Gravimetry,3000,1,29
9018,6.21257269247749,46.2109334906396,Gravimetry,3000,1,7
9019,6.21259297069185,46.2100340406416,Gravimetry,3000,1,-17
9020,6.21384802709478,46.2118470116248,Gravimetry,3000,1,29
9021,6.21386828457136,46.2109475613616,Gravimetry,3000,1,23
9022,6.21388854138233,46.2100481111332,Gravimetry,3000,1,29
9023,6.21514364125836,46.2118610677141,Seismic 2D,3000,20,25
9024,6.21516387733082,46.2109616172207,Gravimetry,3000,1,11
9025,6.21518411273838,46.2100621667621,Gravimetry,3000,1,-17
9026,6.21643925608687,46.2118751089401,Gravimetry,3000,1,-2
9027,6.21645947075518,46.2109756582168,Gravimetry,3000,1,34
9028,6.21647968475929,46.2100762075283,Gravimetry,3000,1,26
9029,6.21771467765198,46.2127885862906,Gravimetry,3000,1,10
9030,6.21773487157962,46.211889135303,Gravimetry,3000,1,30
9031,6.21775506484374,46.21098968435,Seismic 2D,3000,20,23
9032,6.21777525744436,46.2100902334318,Seismic 2D,3000,20,13
9033,6.21901031521319,46.2128025980197,Seismic 2D,3000,20,42
9034,6.2190304877359,46.2119031468026,Seismic 2D,3000,20,9
9035,6.21905065959578,46.2110036956201,Seismic 2D,3000,20,10
9036,6.21907083079288,46.2101042444725,Seismic 2D,3000,20,0
9037,6.22030595343727,46.2128165948853,Seismic 2D,3000,20,39
9038,6.22032610455501,46.211917143439,Seismic 2D,3000,20,35
9039,6.22034625501062,46.2110176920274,Seismic 2D,3000,20,57
9040,6.22036640480415,46.2101182406505,Seismic 2D,3000,20,47
9041,6.21649989809924,46.2091767568749,Gravimetry,3000,1,6
9042,6.21652011077507,46.2082773062567,Seismic 2D,3000,20,18
9043,6.21779544938152,46.2091907825487,Seismic 2D,3000,20,50
9044,6.21781564065526,46.2082913317008,Gravimetry,3000,1,38
9045,6.21909100132722,46.20920479336,Seismic 2D,3000,20,30
9046,6.21911117119884,46.2083053422827,Seismic 2D,3000,20,57
9047,6.22038655393562,46.2092187893088,Seismic 2D,3000,20,8
9048,6.22040670240509,46.2083193380023,Seismic 2D,3000,20,29
9049,6.21654032278682,46.207377855674,Seismic 2D,3000,20,43
9050,6.21656053413453,46.206478405127,Seismic 2D,3000,20,3
9051,6.21658074481822,46.2055789546159,Gravimetry,3000,5,28
9052,6.21783583126563,46.2073918808884,Gravimetry,3000,1,10
9053,6.21785602121265,46.2064924301118,Gravimetry,3000,1,36
9054,6.21787621049637,46.2055929793711,Gravimetry,3000,5,18
9055,6.21913134040778,46.2074058912409,Gravimetry,3000,1,22
9056,6.22042685021257,46.2074198867313,Seismic 2D,3000,20,36
9057,6.22170223427331,46.2083333188596,Seismic 2D,3000,20,49
9058,6.2217223606793,46.2074338673598,Seismic 2D,3000,20,9
9059,6.22441379171349,46.202964524786,Seismic 2D,3000,20,4
9060,6.22440340787067,46.2020867498881,Gravimetry,3000,1,-5
9061,6.22416584687438,46.2014294681958,Gravimetry,3000,1,7
9062,6.22570919716431,46.2029784596873,Gravimetry,3000,1,37
9063,6.22564100746109,46.2023083011415,Gravimetry,3000,1,18
9064,6.22700460327407,46.2029923797277,Gravimetry,3000,1,-18
9065,6.22687871178144,46.2023199802761,Gravimetry,3000,1,22
9066,6.21008310871803,46.2064080572771,Gravimetry,3000,1,28
9067,6.21010342640105,46.2055086079179,Gravimetry,3000,5,26
9068,6.21012374341659,46.2046091585949,Gravimetry,3000,5,30
9069,6.21014405976469,46.2037097093082,Gravimetry,3000,5,13
9070,6.2113785924691,46.2064221565705,Gravimetry,3000,5,34
9071,6.21139888875233,46.2055227069805,Gravimetry,3000,5,33
9072,6.21141918436879,46.2046232574265,Gravimetry,3000,5,39
9073,6.2114394793185,46.203723807909,Gravimetry,3000,5,10
9074,6.21267407688699,46.2064362410022,Gravimetry,3000,5,23
9075,6.21269435177039,46.2055367911816,Gravimetry,3000,5,-9
9076,6.21271462598772,46.204637341397,Gravimetry,3000,5,14
9077,6.21273489953901,46.2037378916488,Gravimetry,3000,5,-4
9078,6.21396956197099,46.2064503105722,Gravimetry,3000,5,-14
9079,6.21398981545453,46.2055508605212,Gravimetry,3000,5,8
9080,6.2140100682727,46.2046514105063,Seismic 2D,3000,20,55
9081,6.21403032042552,46.2037519605277,Gravimetry,3000,5,-5
9082,6.21016437544538,46.202810260058,Gravimetry,3000,5,-5
9083,6.2101846904587,46.2019108108447,Gravimetry,3000,5,38
9084,6.2102050048047,46.2010113616682,Gravimetry,3000,5,4
9085,6.21145977360151,46.202824358428,Gravimetry,3000,5,3
9086,6.21148006721785,46.2019249089838,Gravimetry,3000,5,5
9087,6.21150036016756,46.2010254595765,Gravimetry,3000,5,-5
9088,6.2127551724243,46.2028384419372,Seismic 2D,3000,20,23
9089,6.21277544464362,46.2019389922624,Gravimetry,3000,5,13
9090,6.21279571619702,46.2010395426246,Gravimetry,3000,5,-15
9091,6.21405057191305,46.2028525105858,Gravimetry,3000,5,37
9092,6.21407082273532,46.2019530606806,Gravimetry,3000,5,16
9093,6.21409107289237,46.2010536108125,Gravimetry,3000,5,19
9094,6.2102253184834,46.2001119125291,Gravimetry,3000,5,5
9095,6.21024563149484,46.1992124634273,Gravimetry,3000,5,-1
9096,6.21152065245069,46.2001260102066,Gravimetry,3000,5,43
9097,6.21154094406726,46.199226560874,Gravimetry,3000,5,-6
9098,6.21281598708453,46.2001400930241,Gravimetry,3000,5,23
9099,6.21283625730619,46.199240643461,Gravimetry,3000,5,-11
9100,6.21411132238422,46.2001541609816,Gravimetry,3000,5,5
9101,6.21413157121094,46.1992547111882,Gravimetry,3000,5,1
9102,6.2126335251218,46.208235140751,Gravimetry,3000,5,15
9103,6.21265380133747,46.2073356908587,Gravimetry,3000,5,12
9104,6.21392905300764,46.2082492107818,Gravimetry,3000,5,29
9105,6.21394930782204,46.2073497606591,Gravimetry,3000,5,-9
9106,6.21522458155896,46.2082632659504,Gravimetry,3000,5,16
9107,6.21524481497206,46.2073638155976,Gravimetry,3000,5,24
9108,6.2152650477204,46.2064643652805,Gravimetry,3000,5,43
9109,6.21528527980404,46.2055649149993,Gravimetry,3000,5,7
9110,6.215305511223,46.2046654647543,Gravimetry,3000,5,38
9111,6.21532574197733,46.2037660145456,Gravimetry,3000,5,32
9112,6.21660095483795,46.204679504141,Gravimetry,3000,5,24
9113,6.21890944265589,46.2172998546166,Seismic 2D,3000,20,32
9114,6.21892961849331,46.2164004032298,Seismic 2D,3000,20,34
9115,6.21894979366771,46.2155009518764,Seismic 2D,3000,20,1
9116,6.21896996817913,46.2146015005568,Seismic 2D,3000,20,36
9117,6.22020518791536,46.2173138526284,Seismic 2D,3000,20,26
9118,6.2202253423443,46.2164144010123,Seismic 2D,3000,20,44
9119,6.22024549611092,46.2155149494297,Seismic 2D,3000,20,51
9120,6.22026564921526,46.2146154978809,Seismic 2D,3000,20,35
9121,6.22150093383719,46.2173278357755,Seismic 2D,3000,20,18
9122,6.2215210668576,46.2164283839304,Seismic 2D,3000,20,44
9123,6.2215411992164,46.2155289321188,Seismic 2D,3000,20,58
9124,6.22156133091362,46.214629480341,Seismic 2D,3000,20,33
9125,6.22279668042065,46.2173418040579,Seismic 2D,3000,20,21
9126,6.22281679203251,46.216442351984,Seismic 2D,3000,20,43
9127,6.22283690298345,46.2155428999437,Seismic 2D,3000,20,58
9128,6.22285701327352,46.2146434479371,Seismic 2D,3000,20,4
9129,6.21899014202761,46.2137020492711,Seismic 2D,3000,20,28
9130,6.22028580165736,46.213716046366,Seismic 2D,3000,20,45
9131,6.22158146194932,46.2137300285971,Seismic 2D,3000,20,53
9132,6.22160159232351,46.2128305768875,Seismic 2D,3000,20,44
9133,6.22287712290276,46.2137439959645,Seismic 2D,3000,20,24
9134,6.22289723187121,46.2128445440261,Seismic 2D,3000,20,18
9135,6.22162172203624,46.2119311252122,Seismic 2D,3000,20,38
9136,6.22164185108755,46.2110316735715,Seismic 2D,3000,20,32
9137,6.22166197947747,46.2101322219658,Seismic 2D,3000,20,46
9138,6.2229173401789,46.2119450921221,Seismic 2D,3000,20,35
9139,6.22293744782586,46.2110456402527,Seismic 2D,3000,20,24
9140,6.22295755481214,46.2101461884182,Seismic 2D,3000,20,39
9141,6.22273634161928,46.2200401604786,Wells,250,40,62
9142,6.22275645521408,46.2191407083054,Wells,250,40,35
9143,6.22277656814786,46.2182412561651,Wells,250,40,77
9144,6.2240321530937,46.2200541145819,Wells,250,40,36
9145,6.22405224527779,46.2191546621802,Wells,250,40,33
9146,6.22407233680157,46.2182552098113,Wells,250,40,66
9147,6.22409242766507,46.2173557574756,Seismic 2D,3000,20,33
9148,6.22532796522848,46.2200680538196,Gravimetry,3000,1,12
9149,6.22534803600183,46.2191686011896,Seismic 2D,3000,20,52
9150,6.22536810611557,46.2182691485925,Seismic 2D,3000,20,57
9151,6.22538817556973,46.2173696960285,Seismic 2D,3000,20,20
9152,6.2266237780229,46.220081978192,Seismic 2D,3000,20,37
9153,6.22664382738548,46.2191825253339,Seismic 2D,3000,20,0
9154,6.22666387608914,46.2182830725087,Seismic 2D,3000,20,8
9155,6.22668392413392,46.2173836197166,Seismic 2D,3000,20,4
9156,6.22411251786833,46.2164563051732,Seismic 2D,3000,20,4
9157,6.22413260741138,46.2155568529043,Seismic 2D,3000,20,9
9158,6.22415269629426,46.2146574006692,Seismic 2D,3000,20,54
9159,6.22540824436435,46.2164702434978,Wells,300,40,32
9160,6.22542831249947,46.2155707910007,Wells,300,40,64
9161,6.22544837997512,46.2146713385373,Wells,300,40,56
9162,6.22670397151987,46.2164841669579,Wells,300,40,57
9163,6.22672401824702,46.2155847142327,Wells,300,40,31
9164,6.22674406431541,46.2146852615413,Wells,300,40,48
9165,6.22522760146618,46.2245653174553,Gravimetry,3000,1,13
9166,6.22524767553817,46.2236658646642,Gravimetry,3000,1,19
9167,6.22526774895036,46.2227664119048,Wells,250,40,30
9168,6.22528782170278,46.2218669591775,Wells,250,40,74
9169,6.22652352132506,46.224579242968,Gravimetry,3000,1,38
9170,6.22654357398275,46.2236797899488,Gravimetry,3000,1,16
9171,6.22656362598134,46.2227803369614,Seismic 2D,3000,20,57
9172,6.22658367732087,46.2218808840059,Seismic 2D,3000,20,53
9173,6.22781944184307,46.224593153614,Gravimetry,3000,1,35
9174,6.22783947308643,46.2236937003669,Gravimetry,3000,1,39
9175,6.22785950367139,46.2227942471516,Seismic 2D,3000,20,25
9176,6.227879533598,46.2218947939683,Seismic 2D,3000,20,12
9177,6.22911536301951,46.2246070493933,Seismic 2D,3000,20,19
9178,6.2291353728485,46.2237075959186,Seismic 2D,3000,20,24
9179,6.2291553820198,46.2228081424757,Seismic 2D,3000,20,53
9180,6.22917539053344,46.2219086890648,Seismic 2D,3000,20,10
9181,6.22530789379547,46.2209675064823,Gravimetry,3000,1,39
9182,6.22660372800138,46.2209814310827,Seismic 2D,3000,20,7
9183,6.22789956286628,46.2209953408173,Seismic 2D,3000,20,46
9184,6.22791959147628,46.2200958876987,Seismic 2D,3000,20,0
9185,6.22793961942803,46.2191964346128,Seismic 2D,3000,20,51
9186,6.22919539838946,46.2210092356862,Seismic 2D,3000,20,55
9187,6.2292154055879,46.22010978234,Seismic 2D,3000,20,29
9188,6.2292354121288,46.2192103290265,Seismic 2D,3000,20,51
9189,6.22795964672158,46.2182969815599,Seismic 2D,3000,20,42
9190,6.22797967335695,46.21739752854,Wells,300,40,50
9191,6.2292554180122,46.218310875746,Seismic 2D,3000,20,13
9192,6.22927542323812,46.2174114224985,Wells,300,40,68
9193,6.22907534138831,46.2264059564372,Wells,250,40,68
9194,6.22909535253279,46.2255065028995,Wells,250,40,27
9195,6.2303713060534,46.2264198378044,Seismic 2D,3000,20,56
9196,6.23039129578208,46.2255203840394,Seismic 2D,3000,20,52
9197,6.23041128485368,46.2246209303057,Seismic 2D,3000,20,6
9198,6.23043127326827,46.2237214766037,Seismic 2D,3000,20,23
9199,6.2316672713756,46.2264337043044,Seismic 2D,3000,20,11
9200,6.23168723968842,46.2255342503123,Seismic 2D,3000,20,34
9201,6.23170720734488,46.2246347963515,Seismic 2D,3000,20,59
9202,6.23172717434502,46.2237353424223,Seismic 2D,3000,20,50
9203,6.2329632373542,46.2264475559371,Seismic 2D,3000,20,33
9204,6.23298318425113,46.2255481017181,Seismic 2D,3000,20,43
9205,6.23300313049241,46.2246486475304,Seismic 2D,3000,20,15
9206,6.23302307607806,46.2237491933743,Seismic 2D,3000,20,7
9207,6.23045126102586,46.2228220229334,Seismic 2D,3000,20,40
9208,6.2304712481265,46.2219225692952,Seismic 2D,3000,20,28
9209,6.23174714068887,46.2228358885249,Seismic 2D,3000,20,30
9210,6.23176710637647,46.2219364346595,Seismic 2D,3000,20,5
9211,6.23304302100813,46.2228497392501,Seismic 2D,3000,20,4
9212,6.23306296528266,46.2219502851579,Seismic 2D,3000,20,4
9213,6.23144757660411,46.2363277002259,Seismic 2D,3000,20,10
9214,6.23146755213935,46.2354282459032,Seismic 2D,3000,20,0
9215,6.2327437782039,46.236341554355,Seismic 2D,3000,20,7
9216,6.23276373231552,46.2354420998053,Seismic 2D,3000,20,27
9217,6.2340399804598,46.2363553936141,Seismic 2D,3000,20,23
9218,6.23405991314776,46.2354559388377,Seismic 2D,3000,20,25
9219,6.2353361833711,46.2363692180033,Seismic 2D,3000,20,50
9220,6.23535609463535,46.2354697630004,Seismic 2D,3000,20,26
9221,6.23148752701783,46.2345287916094,Seismic 2D,3000,20,0
9222,6.23150750123957,46.2336293373448,Seismic 2D,3000,20,51
9223,6.23152747480463,46.2327298831096,Seismic 2D,3000,20,35
9224,6.23278368577108,46.2345426452846,Seismic 2D,3000,20,42
9225,6.2328036385706,46.233643190793,Seismic 2D,3000,20,49
9226,6.23282359071414,46.2327437363308,Seismic 2D,3000,20,43
9227,6.23407984518035,46.2345564840902,Seismic 2D,3000,20,47
9228,6.23409977655762,46.2336570293719,Seismic 2D,3000,20,57
9229,6.2341197072796,46.232757574683,Seismic 2D,3000,20,30
9230,6.23537600524495,46.2345703080264,Seismic 2D,3000,20,10
9231,6.23539591519993,46.2336708530816,Seismic 2D,3000,20,29
9232,6.23541582450031,46.2327713981662,Seismic 2D,3000,20,36
9233,6.23154744771301,46.231830428904,Seismic 2D,3000,20,17
9234,6.23156741996478,46.2309309747282,Gravimetry,3000,1,10
9235,6.23284354220171,46.2318442818983,Seismic 2D,3000,20,15
9236,6.23286349303337,46.2309448274955,Seismic 2D,3000,20,17
9237,6.23413963734633,46.2318581200238,Seismic 2D,3000,20,33
9238,6.23415956675784,46.2309586653943,Seismic 2D,3000,20,44
9239,6.23543573314616,46.2318719432805,Seismic 2D,3000,20,32
9240,6.23545564113749,46.2309724884246,Seismic 2D,3000,20,44
9241,6.23158739155997,46.2300315205824,Gravimetry,3000,1,32
9242,6.2316073624986,46.229132066467,Gravimetry,3000,1,-17
9243,6.23162733278073,46.228232612382,Seismic 2D,3000,20,59
9244,6.23288344320915,46.2300453731228,Seismic 2D,3000,20,26
9245,6.23290339272909,46.2291459187804,Seismic 2D,3000,20,3
9246,6.23292334159321,46.2282464644685,Seismic 2D,3000,20,39
9247,6.23417949551418,46.230059210795,Seismic 2D,3000,20,24
9248,6.23419942361537,46.2291597562259,Seismic 2D,3000,20,4
9249,6.23421935106147,46.2282603016873,Seismic 2D,3000,20,52
9250,6.23547554847434,46.2300730335988,Seismic 2D,3000,20,36
9251,6.23549545515676,46.2291735788033,Seismic 2D,3000,20,8
9252,6.23551536118478,46.2282741240383,Seismic 2D,3000,20,53
9253,6.23164730240638,46.2273331583277,Seismic 2D,3000,20,14
9254,6.23294328980157,46.2273470101874,Seismic 2D,3000,20,43
9255,6.23423927785249,46.2273608471795,Seismic 2D,3000,20,40
9256,6.23425920398849,46.2264613927026,Seismic 2D,3000,20,54
9257,6.23553526655844,46.2273746693041,Seismic 2D,3000,20,28
9258,6.23555517127777,46.2264752146008,Seismic 2D,3000,20,40
9259,6.2342791294695,46.2255619382569,Seismic 2D,3000,20,52
9260,6.23429905429555,46.2246624838426,Seismic 2D,3000,20,56
9261,6.23431897846668,46.2237630294598,Seismic 2D,3000,20,25
9262,6.23557507534281,46.2255757599286,Seismic 2D,3000,20,27
9263,6.23559497875361,46.2246763052879,Seismic 2D,3000,20,31
9264,6.23561488151018,46.2237768506788,Seismic 2D,3000,20,59
9265,6.23649313973956,46.2426792149194,Seismic 2D,3000,20,11
9266,6.23651303415882,46.2417797594936,Seismic 2D,3000,20,59
9267,6.23653292792385,46.2408803040952,Seismic 2D,3000,20,1
9268,6.23778949394569,46.2426930111508,Seismic 2D,3000,20,19
9269,6.23780936693623,46.241793555499,Seismic 2D,3000,20,3
9270,6.23782923927327,46.2408940998745,Seismic 2D,3000,20,41
9271,6.23908584880535,46.2427067925105,Seismic 2D,3000,20,29
9272,6.23910570036716,46.2418073366328,Seismic 2D,3000,20,58
9273,6.23912555127617,46.2409078807826,Seismic 2D,3000,20,48
9274,6.23663238693709,46.2363830275224,Seismic 2D,3000,20,55
9275,6.23665227677761,46.2354835722933,Seismic 2D,3000,20,24
9276,6.2377497460039,46.244491922536,Seismic 2D,3000,20,11
9277,6.23776962030159,46.24359246683,Seismic 2D,3000,20,2
9278,6.23904614372316,46.2445057043473,Seismic 2D,3000,20,53
9279,6.2390659965907,46.2436062484155,Seismic 2D,3000,20,12
9280,6.24034254209534,46.2445194712865,Seismic 2D,3000,20,57
9281,6.24036237353269,46.243620015129,Seismic 2D,3000,20,48
9282,6.24038220431787,46.2427205589985,Seismic 2D,3000,20,16
9283,6.2404020344509,46.2418211028952,Seismic 2D,3000,20,38
9284,6.24163894111973,46.2445332233534,Seismic 2D,3000,20,45
9285,6.24165875112686,46.2436337669705,Seismic 2D,3000,20,43
9286,6.24167856048252,46.2427343106147,Seismic 2D,3000,20,12
9287,6.24169836918674,46.2418348542861,Seismic 2D,3000,20,9
9288,6.24042186393183,46.2409216468194,Seismic 2D,3000,20,40
9289,6.24171817723956,46.240935397985,Seismic 2D,3000,20,57
9290,5.95865707149468,46.1336915486529,Gravimetry,3000,5,24
9291,5.95819508869196,46.1331151467835,Gravimetry,3000,1,-16
9292,5.95953087293214,46.1339661590288,Gravimetry,3000,5,-6
9293,5.95938519901516,46.133221651663,Gravimetry,3000,5,15
9294,5.95731353449358,46.1328503200615,Gravimetry,3000,1,25
9295,5.9569588202737,46.1322251548117,Gravimetry,3000,1,-6
9296,5.95699637172216,46.131398097816,Gravimetry,3000,1,-10
9297,5.95706785215723,46.1304998622955,Gravimetry,3000,1,35
9298,5.95811597455864,46.1323052654113,Gravimetry,3000,1,-14
9299,5.95814042235906,46.1314058693969,Gravimetry,3000,1,27
9300,5.958164869358,46.1305064734344,Gravimetry,3000,1,-8
9301,5.9594096262801,46.1323222553192,Gravimetry,3000,1,-13
9302,5.95943405274422,46.131422859027,Gravimetry,3000,1,-9
9303,5.95945847840757,46.1305234627868,Gravimetry,3000,1,1
9304,5.95713906394318,46.1296019889118,Gravimetry,3000,1,0
9305,5.95721428417279,46.1288929440803,Gravimetry,3000,1,31
9306,5.95816228667311,46.1296261549935,Gravimetry,3000,1,-12
9307,5.95783940338526,46.1289903426886,Gravimetry,3000,1,12
9308,5.95933745616103,46.1298452092798,Gravimetry,3000,1,-9
9309,5.95995783177846,46.1345917798837,Gravimetry,3000,5,19
9310,5.96074371461951,46.1346956250741,Gravimetry,3000,5,15
9311,5.96068544101143,46.1341195491869,Gravimetry,3000,5,-12
9312,5.96067887287448,46.133238627009,Gravimetry,3000,5,19
9313,5.96208043689975,46.1347608235229,Gravimetry,3000,5,40
9314,5.96194816214369,46.1341549844657,Gravimetry,3000,5,0
9315,5.96197254753397,46.1332555875154,Gravimetry,3000,5,9
9316,5.96327807910068,46.1349469901875,Gravimetry,3000,5,-6
9317,5.96324185894048,46.1341719304095,Gravimetry,3000,5,31
9318,5.96326622299293,46.1332725331822,Gravimetry,3000,5,35
9319,5.96070327880239,46.1323392303876,Gravimetry,3000,1,37
9320,5.96072768393017,46.1314398338179,Gravimetry,3000,1,37
9321,5.96059023528335,46.130649921591,Gravimetry,3000,1,14
9322,5.96199693212479,46.1323561906167,Gravimetry,3000,5,40
9323,5.96202131591618,46.1314567937697,Gravimetry,3000,1,28
9324,5.96210984044057,46.1308179181291,Gravimetry,3000,1,40
9325,5.96329058624662,46.1323731360064,Gravimetry,3000,5,14
9326,5.96331494870158,46.1314737388824,Gravimetry,3000,5,-9
9327,5.96337542227217,46.1307209514793,Gravimetry,3000,1,-7
9328,5.96017894003783,46.1300473440032,Gravimetry,3000,1,-6
9329,5.96454324757457,46.1979150073513,Gravimetry,3000,5,36
9330,5.9643423652381,46.1971920392537,Gravimetry,3000,5,21
9331,5.96592779245962,46.1457048773847,Gravimetry,3000,1,12
9332,5.96568999640116,46.14496047682,Gravimetry,3000,1,-18
9333,5.965601288746,46.1441023195891,Gravimetry,3000,1,-1
9334,5.96567045560871,46.143210187436,Gravimetry,3000,1,5
9335,5.9657669025896,46.1423233660325,Gravimetry,3000,1,-11
9336,5.9659339502286,46.1414479801163,Gravimetry,3000,1,-17
9337,5.96488273757728,46.1357159136202,Gravimetry,3000,5,24
9338,5.96452711984679,46.1350745818163,Gravimetry,3000,5,-13
9339,5.96618399198014,46.1367826170803,Gravimetry,3000,5,24
9340,5.96582828730526,46.1359727745686,Gravimetry,3000,5,11
9341,5.96580493275572,46.1351051756095,Gravimetry,3000,5,25
9342,5.96453555653608,46.1341888615134,Gravimetry,3000,5,2
9343,5.96455989925066,46.1332894640093,Gravimetry,3000,5,24
9344,5.9658292549298,46.1342057777775,Gravimetry,3000,5,15
9345,5.96585357630647,46.1333063799968,Gravimetry,3000,5,12
9346,5.96458424116718,46.1323900665568,Gravimetry,3000,5,35
9347,5.96460858228566,46.131490669156,Gravimetry,3000,5,-13
